topic_num,size,top_words,sample_comments,docket_id
11,8,"nonalcoholic, beers, volume, included, evaluated, term, using","content on their labels, indicating that most producers would be amenable to a new nutritional content requirement. Also worth comment and absent from the TTB proposal is consumer communication about who should avoid non-alcoholic beers (and other non-alcoholic beverages that mirror alcohol). Certain kombucha companies voluntarily include on their label a warning against consumption for p ||| pregnancy, sensitivities), as the fermentation process can yield up to 0.5% alcohol by volume. A similar warning on non-alcoholic beers may be worthwhile. While non-alcoholic beers can be a helpful substitute for some,(5) their alcohol cues may activate craving for full-strength alcohol.(6) A minority of non-alcoholic beer labels I evaluated included the mandated government health warning for alco ||| the term alcohol-free. To ensure consumers receive consistent, clear information that facilitates understanding of different terms, both alcohol by volume percentage and concordant terminology should be required. In fact, as a non-alcoholic beverage researcher, I recently evaluated non-alcoholic beer labels and found that all of the sample evaluated included both alcohol by volume percentage and r",TTB-2025-0002
12,8,"nutritional, approach, european, information, format, requirements, physical","strongly encourage the TTB to adopt a tiered approach to nutritional labeling, including: - Exemptions or simplified compliance pathways for producers under a defined annual production threshold, similar to the FDA's model for small food manufacturers. - The option to provide average or representative nutritional values rather than batch-specific data. - Permission to disclose nu ||| beneficial to allow declaration of the information per 100ml as an alternative to per serving in line with Codex Alimentarius. Such labelling would align with the approach in the European Union and could avoid a specific label for the US and facilitate consumer understanding. We request that the TTB seriously consider allowing information to be shared online/via QR Code, for nutrients. La ||| As I commented during the listening sessions last year, I am in support of the label requirements. I do think, for aesthetic, cost (larger labels = higher cost), and consistency (in line with European standards) reasons that this information should be able to be linked to via a QR code on the label. I also support the use of a calculator (or some means other than a lab test) for producers to gener",TTB-2025-0002
13,8,"panel, facts, quotserving, typography, will, brbullspan,","recognised databases from other countries are acceptable for data. We express a preference for the title ""Serving Facts"" rather than ""Alcohol Facts"". This maintains consistency with the current voluntary system. We urge the TTB to work closely with the FDA on all labelling matters. It is noted that in January, the Food and Drug Administration (FDA) to requir ||| Labelling of energy on pack is consistent with brewers' position in Europe regarding transparency. Digital formats would free up physical label space, reduce costs, facilitate multilingual communication, and allow for easier and more frequent updates. We request that there is full and free access to the TTB analytical testing methods (which currently reference AOAC), additionally p ||| We express a preference for the title ""Serving Facts"", which is more specific and relevant to the beverage itself rather than referring broadly to alcohol. We emphasize the need to allow digital labeling for this information. Digital formats would free up physical label space, reduce costs, facilitate multilingual communication, and allow for easier and more frequent updates.<",TTB-2025-0002
17,7,"drink, oz, standard, abv, 06, 14, ethanol","standard drink (14 g or 0.6 fl oz of ethanol). Evidence demonstrates that people who drink alcoholic beverages have significant difficulty using percentage of alcohol by volume and pour size to track their alcohol intake (1). In contrast, people who drink alcoholic beverages are able to effectively track their alcohol use with standard drink labelling (1). Alcohol Fact Statemen ||| Please require an ""Alcohol Facts"" statement on all alcoholic beverage containers that includes information on serving size based on a US standard drink (14 grams or 0.6 fluid oz of ethanol and the equiv of 12 oz 5% ABV beer, 5 oz 12% ABV wine, 1.5 oz 40% ABV liquor), % ABV, and calories. Consumers have a right to know this information. ||| Please include in the ""Alcohol Facts"" statement information on serving size based on a US standard drink (14 grams or 0.6 fluid oz of ethanol and the equivlent of 12 oz 5% ABV beer, 5 oz 12% ABV wine, 1.5 oz 40% ABV liquor), % ABV, and calories. People who drink generally underestimate how much they drink and are not readily able to determine their level of drinking with heal",TTB-2025-0002
21,7,"part, dietary, informationbrsuch, cross, purposes, thebrregulation, responsible","choices and a commitment to understanding the nutritional content of what I consume. After years of struggling with my weight and related health issues, I've learned firsthand how crucial transparent labeling is in making informed, health-conscious decisions. Alcohol is often part of our culture, tied to celebrations and social occasions. I do not want to avoid these moments; I simp ||| opposes the proposed Alcohol Facts labelling rule because it is misaligned with historical labelling and consumer trends, imposes substantial economic burdens on producers, and is an impractical use of limited label space. RATIONALE IN SUPPORT OF REJECTING THE RULE: 1. Consumer confusion has been identified in prior rulemaking and, notably, in this scenario, dietary disclosure la ||| alcohol for nutritional content, and to suggest otherwise may be at cross purposes to regulations that support responsible alcohol consumption. Proscriptions can avoid market deceptions. Absent a documented market failure, dietary labeling mandates violate rules of necessity (APA §706(2)(A). 2. The economic burden of dietary testing and compliance, particularly considering limited e",TTB-2025-0002
20,7,"natural, alcoholic, uniform, beverages, can, want, should","Regarding uniform labeling requirements: should be uniform across beer, wine, and spirit labels. The following should be required on all labels: Alcohol content, common allergens, artificial or natural colorants (should state what was used), added sweetener (natural or artificial). The following should NOT be required on labels overseen by the TTB: Calorie and Nutrients ||| Alcohol being labeled adequately with nutritional facts is deeply important to the consumer's rights. People deserve to know what they are putting in their bodies. Information such as calories, Carbohydrates, and fats should be on any beverage label. Alcohol is a substance that is psychoactive and can impact health if used incorrectly; therefore, labeling alcoholic beverages is the ethical thi ||| to declare nutrition facts but alcoholic beverages get a pass. I can understand there are individuals who may not wish to know, producers who may want to use that space for the design of a bottle, etc., but these reasons can seem like excuses to continue keeping consumers in the dark. Consumers do not have to look at the information if they do not want to, and producers are creative enough to find",TTB-2025-0002
19,7,"paperwork, industry, imported, producers, spanwhether, increasing, requirements","alcohol industry might find the enhanced labeling requirements a significant barrier. This could reduce competition in the industry, ultimately disadvantaging consumers who benefit from the competitive pressures that drive quality up and prices down. 5. International Trade Implications: Different countries have varied labeling requirements. The proposed changes could complicate internatio ||| has driven the industry forward. 3. Consumer Overload: While the intent is to inform, there is a risk of overwhelming consumers with too much information, leading to confusion rather than clarity. Consumers benefit from clear, concise, and relevant product information. Overloading labels with detailed data might detract from key information that guides consumer decisions. 4. Mark ||| The proposed changes to alcohol labeling regulations, while well-intentioned in increasing transparency, present several challenges that may inadvertently harm the industry and not deliver the intended benefits to consumers. 1. Increased Costs: The new labeling requirements impose significant financial burdens on producers, especially smaller craft brands. These costs stem from redesignin",TTB-2025-0002
18,7,"tolerance, date, fat, request, period, declared, requirement","minimus' threshold. The TTB Procedure '2004-1 Testing of calorie, fat, carbohydrate, and protein content of alcohol beverages; Acceptable tolerance levels' already notes that fat is not expected in malt beverages therefore we respectfully request the requirement to include fat on the label of malt beverages to be removed completely. We feel that in the context of global tr ||| Nutrient tolerances increased and clarified, a 20% tolerance on the declared nutritional values would be reasonable and consistent with industry practices, clarity on the tolerance is welcomed, as is the increase in tolerance for declared alcohol content, especially for smaller brewers. The proposed option for declaring sugar with the other nutrients should be maintained and adds consistency w ||| will aid consumer choice. TTB proposes a compliance date of 5 years from the date that a final rule is published in the Federal Register. As it is necessary to ensure that companies have sufficient time to prepare for adaptations, we request that the proposed 5-year period not be shortened. The requirement to label nutrients should be based on a 'de minimus' threshold. The TTB Pro",TTB-2025-0002
15,7,"distilled, spirits, scotch, whisky, notice, statements, malt","spiritsEUROPE represents the interests of the European distilled spirits industry. Our members include 31 national associations of spirits producers and 11 leading international companies with a strong base in Europe. The United States is EU spirits' first export market in value, with exports worth €2.89 billion in 2024. We would like to thank the TTB for the opportunity provide comment ||| The Scotch Whisky Association (SWA) is grateful for the opportunity to provide comments regarding Docket No. TTB-2025-0002; Notice No. 237 on Alcohol Facts Statements in the Labeling of Wines, Distilled Spirits, and Malt Beverages. The SWA is the Scotch Whisky industry's trade association. We have over 90 member companies, from multinational spirits producers through to small family-run dist ||| and brand owners. Membership accounts for around 97% of the Scotch Whisky industry by production. Any rulemaking in this area is important for the SWA as the United States has long been the Scotch Whisky's biggest market by value, with exports worth £971 million in 2024. In addition, many of our larger members are also investors in the United States. You will find our detailed comments",TTB-2025-0002
14,7,"belgium, new, business, exemption, brbrnew, anticompetitive, tire","New Belgium Brewing Company, Inc. respectfully submits this comment in response to TTB proposed rule published as Notice No. 237 (Docket No. TTB-2025-0002). New Belgium Brewing is a leading US premium adult beverage company, known for its iconic portfolio and unique approach to business. Founded in a Fort Collins, Colorado basement in 1991, New Belgium has grown into one of the most succ ||| Belgium believes that the practical effects of having a small business exemption would lead to unnecessarily inequitable and anti-competitive results and potentially stifle growth and hiring. New Belgium and Bell's combined is currently the largest craft beer producer in the US by volume, yet the company only narrowly exceeds the 1,250 employee threshold to be defined as a small ||| the most successful breweries in the country, expanding into Asheville, North Carolina in 2016, Daleville, Virginia in 2023, and acquired Bell's Brewery in Kalamazoo, Michigan in 2021. New Belgium is known for producing fan-favorite brands including Voodoo Ranger IPA, Fat Tire Ale, Bell's Two Hearted IPA, Oberon Ale, an award-winning wood cellar program, and more. Over the past three d",TTB-2025-0002
16,7,"broader, implications, lessons, normalization, premarket, spanassess, spanconduct","the United States, with a history of more than forty years under its former name, the Presidents' Forum of the Distilled Spirits Industry. Our members share TTB's commitment to providing consumers with accurate, meaningful information, particularly regarding alcohol content and allergens, while ensuring that any regulatory changes are designed to avoid consumer confusion, unnecessary c ||| on decades of industry experience, consumer research, and lessons from both U.S. and foreign regulatory frameworks, ADSA emphasizes three principles in these comments: the need for flexibility in disclosure methods, including QR codes and digital tools; the importance of avoiding ingredient disclosures that do not accurately reflect the composition of distilled spirits; and the value of collaborat ||| and processing techniques—risks further obscuring the true content of alcohol products from consumers. Transparency and clarity are essential for consumers to make informed decisions about their health. If new ingredients or processes are allowed, there must be strict labeling and disclosure requirements to ensure that consumers are not misled or unknowingly exposed to compounds that could p",TTB-2025-0002
27,6,"laboratory, analysis, whether, domestic, bureaursquos, comments, my","market dominated by large brands. That being said, the proposed regulations are vague on many of the details of the labeling implementation, including: • how the values in the Alcohol Facts panel will be determined; and if laboratory analysis is mandatory, whether laboratory analysis must be done on domestic or foreign soil, • Conclusion We support the TTB's goal of creating a more transparent and consumer-friendly labeling system across all alcohol categories. At the same time, we believe it is essential to preserve the diversity and ||| Dear TTB Administrator, I am writing to express my strong support for the proposed rules requiring standardized nutrition and ingredient labeling on alcoholic beverages (Docket Nos. TTB–2025–0002 and TTB–2025–0003). This issue is especially meaningful to me on a personal level. Over the past three years, I have undergone a major transformation in my health",TTB-2025-0002
32,6,"attached, see, pdf, comment, please, ,",See Attached ||| See Attached ||| See Attached,TTB-2025-0002
31,6,"cider, these, agricultural, changes, ciders, kegs, skubrbrimplementation","operations to regional brands selling across multiple states. While our members vary in size and structure, they are unified by their commitment to transparency, craftsmanship, and agricultural tradition. We support the Alcohol and Tobacco Tax and Trade Bureau's (TTB) goal of modernizing beverage alcohol labeling to ensure consumers have clear, consistent access to information about ||| urge the TTB to consider the operational impact of these changes on small and agricultural-based producers—particularly those in the cider sector. Nutritional Labeling Requirements The proposed nutritional labeling requirement presents one of the most significant challenges for small cideries—many of which are closely tied to local agriculture and farm-based production. Ci ||| and logistical burden of compliance could significantly affect the smallest and most innovative segments of the cider industry—many of which are rooted in agriculture and depend on flexibility to highlight the diversity of fruit from year to year. Label Flexibility for Small-Batch and Direct-to-Consumer Products Innovation is a hallmark of the craft cider movement. Many of our m",TTB-2025-0002
30,6,"ranging, decisionsbrbrthe, documented, container, alcohol, dark, comprehensive","conflict with the comprehensive labeling framework (27 CFR 4.32—4.'). Additional label information would unintentionally increase container sizes. 4. Alcohol consumption is declining significantly among Gen Z. Regulatory cues that accentuate limited dietary benefits would reinforce avoidance behaviors, shift comparison to dietary content of non-alcoholic alternatives, diminish the ||| their ability to make informed decisions. The public health consequences of excessive alcohol consumption are well documented, ranging from motor vehicle accidents and injuries to chronic conditions such as liver disease, cardiovascular disease, and multiple types of cancer. Additionally, alcohol is calorie-dense and contributes significantly to daily energy intake—on average, 9% of ||| informed choices that support their health and safety. Alcohol is one of the few consumer products ingested orally that is not currently subject to standardized, comprehensive labeling requirements. Unlike packaged foods and non-alcoholic beverages, alcoholic products are not required to list basic information such as calories, ingredients, allergens, or nutrients. This lack of labeling l",TTB-2025-0002
29,6,"barriers, protection, access, false, adopt, consumer, lead","diversity of products available domestically and abroad. In conclusion, while consumer protection and product transparency are crucial, the proposed labeling changes may lead to higher prices, reduced innovation, consumer confusion, greater barriers to market entry, and complications in international trade. It is essential to find a balance that promotes transparency and consumer protecti ||| a webpage), as this would place a barrier between consumers and this vital information and specifically disadvantage populations that are less able to utilize smart phones or similar technology (e.g., those who are older, lower income, or living rurally or on tribal land). In order to provide consumers with access to this long-overdue, basic information, TTB should adopt a shorter compliance p ||| the labeling into a marketing ploy. Regulations shouldn't be a strategic profitability strategy for big businesses but a form of accountability for their delivery of goods and services that is attainable for all without jeopardizing a favorable market. We as a country need to make sure that political and capitalistic motivations are not being pushed in the name of democracy, and broad laws giv",TTB-2025-0002
28,6,"enquiry, submitted, behalf, comprehend, tbt, wto, foreign","The attached comments are submitted by the USA WTO TBT Enquiry Point on behalf of the WTO TBT Enquiry Point of Japan. ||| code would enable us to update information and align with EU labeling protocols. We are thankful for the TTB's implementation of a five-year period, which will save time and money in the long run. Despite the potential cost savings, the new labeling requirement would impose a minimum expense of $818,260 on our company. Thus, this proposed regulation would still present challenges for small i ||| challenges for small importers and producers. Many small foreign producers struggle to comprehend US regulations and requirements, making it difficult to communicate them accurately and precisely to their production partners. This could lead to numerous errors in attempts at compliance, resulting in lost time and resources. We estimate that fulfilling the proposed regulations will increase product",TTB-2025-0002
26,6,"clutter, text, code, qr, up, wineriesrsquo, somewhere","I don't think this should have to be required on all wine labels but if this info becomes required, I would propose that a small QR code be included on the label instead of having to clutter up labels with all the ugly text! What makes picking wine fun sometimes is picking the wine with prettiest label artwork. ||| allow it to be provided via a QR code or listed somewhere on wineries' website instead of having to clutter up labels with all that additional text. Also as a small winery, it will be very difficult and time consuming to get all that info for each wine… ||| We do not want to have to include those facts on our wine labels because there's already not a lot of room on labels, and those facts will clutter them up and take alway from the look and feel that people gravitate towards. If those facts need to be required or accessible to people, I strongly suggest that the TTB allow it to be provided via a QR code or listed somewhere on wineries' w",TTB-2025-0002
25,6,"testing, costly, georgia, wine, 237, like, proposal","Dear Administrator, On behalf of the Georgia Wine Producers, representing 143 member wineries across Georgia, we respectfully submit this letter in opposition to TTB Notice No. 237, proposing mandatory ""Alcohol Facts"" nutritional labeling on all alcoholic beverages regulated by TTB. While we recognize TTB's intent to enhance consumer transparency, this proposal ||| Cox Vineyards in Adairsville Georgia, would like to express opposition to Proposal 237. This proposal for adding nutritional information to wine labels is not only unnecessary but very costly. Wine labels already are required to state major food allergens ( sulfites ) and alcohol content ( abv% ). The addition of calorie and nutrients per serving are unnecessary information, and the approved TTB t ||| To whom it may concern, I'm writing as the owner of Cairn View Winery to share my concerns about the proposed TTB's rule, Notice No. 237 and No. 238, which would require new ""Alcohol Facts"" labels on wine bottles. While I support educating consumers, this rule would create serious financial challenges for myself and all the other small boutique wineries in",TTB-2025-0002
24,6,"comment, trade, ceev, vins, des, please, wine","Please, find enclosed comments on behalf of the Fédération des Exportateurs de Vins & Spiritueux de France (FEVS) ||| CEEV contribution to TTB's consultation on Notice No. 237 - Alcohol Facts Statements in the Labeling of Wines, Distilled Spirits, and Malt Beverages Comité Européen des Entreprises Vins (CEEV) represents the wine companies in the industry and trade in the European Union. Its members produce and market the vast majority of quality European wines, with and without a g ||| FIVS is the international federation for the global wine and associated sectors, advocating for an operating environment free from unnecessary and distortive trade barriers. Our membership comprises 50 leading wine companies and trade associations from 19 countries, collectively accounting for more than 85% of global wine production. FIVS appreciates the opportunity to comment on the Alco",TTB-2025-0002
23,6,", jj, traffic, spanbowdring, ma, prochaska, alcoholimpaireddriving","can explain challenges in managing other health conditions including hypertension, atrial fibrillation, diabetes, and recurrent lung infections. https://www.niaaa.nih.gov/health-professionals-communities/core-resource-on-alcohol/medical-complications-common-alcohol-related-concerns The following is an example of the societal risks associated with drunk driving from DOT: In 2022 th ||| of health risks from the NIAAA: Alcohol is a leading cause of morbidity and mortality, with harms related to both acute and chronic effects of alcohol contributing to about 4.3 million emergency department visits and more than 178,000 deaths in the U.S. each year. There are health risks even at low levels of alcohol consumption, including certain cancers and cardiovascular risks, regardles ||| of the beverage type. Alcohol is a carcinogen associated with cancer of the oral cavity, pharynx, larynx, esophagus, colon, rectum, liver, and female breast, with breast cancer risk rising with less than one drink per day. Many organs and body systems are impacted by alcohol use—not just the liver, but also the brain, gut, pancreas, lungs, cardiovascular system, immune system, and mo",TTB-2025-0002
22,6,", wineries, could, quotalcohol, disadvantages, differs, wineriesbrbrcompetitive","a standard serving size that differs from industry norms, it could create confusion for both consumers and wineries. Competitive Disadvantages – Large producers have the infrastructure to comply with these requirements efficiently, while small wineries may struggle with additional administrative and financial burdens, making it harder to compete. Proposed Alternative The proposed rule requiring an ""Alcohol Facts"" statement with per-serving alcohol, calorie, and nutrient content could pose significant challenges for small wineries. Key Concerns for Small Wineries Increased Compliance Costs – Small wineries may need to conduct lab testing for calorie, carbohydrate ||| filings. Labeling & Packaging Costs – Updating labels to include an ""Alcohol Facts"" panel requires reformatting existing designs, which could be costly, especially for wineries producing small-batch wines. Additional label printing and regulatory approval processes could strain resources. Serving Size Ambiguities – The rule aims to establish ""appro",TTB-2025-0002
43,5,"there, nutrient, abv, distilleries, that, bottle, listed","As to nutrient content, is there even a lab that evaluates spirits for nutrient content? If so it would be cost prohibitive for small distilleries like us that have many different products. I really don't think that people who wish to have a drink think about nutrient content or calories. Also, would it be required that restaurants list the info on their menus? I can understand maybe having a ||| (ABV% is clearly listed) However if there are additions to the base spirit then it might need to be required, or at least have all ""ingredients"" listed so as to make consumers aware of anything besides alcohol that they are ingesting. Of greater importance I believe that there should be certain standards that are applied to each product. For instance designate a difference betw ||| This proposal would be a nightmare for distilleries like ours that do not bottle products at a set ABV%. That means that on every bottle, we would have to handwrite the calorie content, as the calories vary with the ABV. Maybe if we could use a generic statement such as ""Each ML of ethanol at 50% ABV contains X calories"" As to nutrient content, is there even a lab that evaluates spirits",TTB-2025-0002
42,5,"craft, beer, brewers, alcvol, disclosures, belgium, confusion","products. Craft beer consumers are familiar with the current disclosures of percentage of alcohol per volume, and New Belgium encourages the TTB to not introduce complicated alcohol content or serving size disclosures that would result in labels that are more confusing to craft beer consumers and brewers. III. Conclusion New Belgium agrees ||| families with multiple flavors on either side of the proposed 7% dividing line, causing different serving sizes within the family with only minimal shifts in alcohol content. With brand families generally positioned together on retail shelves, consumers would see mismatched information, creating confusion as to alcohol content and any nutrition information, and making it difficult for consumers to ||| proposal would not be served by treating certain brewers as exempt from mandatory label disclosures. For the above reasons, New Belgium encourages TTB to reconsider the proposed rule on serving size thresholds to limit confusion to craft beer consumers and brewers.",TTB-2025-0002
41,5,"alaska, toward, alcoholrelated, rule, rates, powerful, step","advises limiting: added sugars, saturated fat, and sodium. 4. Shorten the Compliance Period to 3.5 Years Public health and safety cannot wait five more years. A 3.5-year compliance period strikes a more appropriate balance between industry readiness and consumers' right to know what they're drinking. As communities and families in Alas ||| coalition working to reduce excessive alcohol use and its harms across our state. Alaska experiences some of the highest alcohol-related death rates in the country. In 2021, our alcohol-induced mortality rate was more than twice the national average, and Alaska continues to grapple with the ripple effects of alcohol misuse—including high rates of suicide, domestic violence, and child maltrea ||| To Whom It May Concern, Thank you for the opportunity to comment on the proposed rule to require Alcohol Facts labeling on wines, distilled spirits, and malt beverages. Recover Alaska strongly supports this rule as a long-overdue and commonsense step toward transparency that will help protect public health and empower consumers to make more informed choices. Recover Alaska is a statewide m",TTB-2025-0002
40,5,"surgeon, do, andor, so, agree, best, serving","Allergen information and nutritional labels should be provided on every package so that consumers are best able to make fully educated decisions about the products they are consuming. There should be no exceptions ||| panel (Surgeon General statement) by requiring Calorie and Nutrient, Serving Facts, and/or Alcohol Facts panels is onerous for the small producer and importer. Also, does anyone read the Surgeon General's statement? Not really. Do consumers pay attention to serving size on boxes of cereal, pasta, or potato chips? Not so much. However, I do believe it is in consumers AND the industr ||| to do. Having a standardized labeling requirement would be helpful for the average consumer. Doing so also helps promote informed choices and places an emphasis on better public health standards.",TTB-2025-0002
38,5,"georgia, million, wine, exploring, 43000, 500000, achieve","local wineries. A blanket statement regarding the number of alcoholic drinks recommended per person is flawed as everybody is different. Even in our required TIPS alcohol license certification, it does not recommend basing the intoxicated level of a person merely upon number of drinks consumed. Conclusion I urge you to consider the potential economic and operational imp ||| industry in Georgia. With approximately 100 wine producers in Georgia, we generate over 43,000 jobs, 500,000 tourist visits, and $99 million dollars in consumer spending, with $589 million generated in state and local taxes and $256 million in federal taxes. (Figures from Wine America 2025 Economic Impact Study.) We would love to see the establishment of an Office of Agritourism with in t ||| wineries. As mentioned, this labeling protocol would require wineries to conduct detailed analysis that involves complex equipment, unique laboratory testing, and compliance verification demanding time and financial resources beyond most small farm wineries. And as we discussed, the heart and soul of the Georgia wine industry is small ""mom and pop"" farm wineries. Agri",TTB-2025-0002
39,5,"administration, review, regulations, authorized, current, section, higher","groups have filed Federal litigation to seek action here and that litigation is stayed (and not dismissed) during the pendency of this current rulemaking. TTB has dealt with rulemaking and administrative rulings on these issues during the George W. Bush, Barack Obama, Donald Trump, and Joseph Biden Administrations. Typically, the regulatory climate of Washington, DC changes with each new ||| now face a higher burden to show that the regulation is authorized by the underlying statute. The proposed regulations were published for public comment before the current Administration took office. NABI believes they will face a higher bar of review and clearance by Administration officials and by the Office of Management and Budget (OMB), in particular. Accordingly, NABI's comme ||| The current Administration has issued several executive orders on the promulgation of new regulations and review of existing regulations to ensure ""regulations [are] squarely authorized by constitutional Federal statutes, and to commence the deconstruction of the overbearing and burdensome administrative state."" Additionally, the trend of recent United States Supreme Court judicial dec",TTB-2025-0002
37,5,"inventories, existing, our, before, labeled, library, proposed","to consider our proposed recommendation for resolution. Our Recommendation We are asking TTB add to the proposed regulation a clause that mentions that all existing inventories are retroactively exempt if they were bottled and labeled under the previous version (or the current existing version) of the regulation. This would allow industry members to avoid unnecessary cost and potentia ||| years before release. My question is how will my existing COLA-approved and labeled inventories will be affected. My wine business depends on ageing our wines at various timeframes. We offer library wines that may be aged from 2 to 10 years, and beyond. These existing inventories have been labeled and are aging for an indefinite period in our cellar, and we offer these on occasion as vert ||| implementation period of 5 years, and its impact in existing inventories. I've read this proposal three times and I have not read any scope on how this proposal will be applied to existing inventories. There is little or no mention of its applicability to existing inventories and library wines. As anyone knows, wines and wine inventories are typically aged over multiple years before",TTB-2025-0002
35,5,"authority, response, over, requiring, labeling, general, all","I do not support a mandate requiring all alcohol labels to include detailed alcohol facts. Instead, I believe the market should determine whether this information is valued by consumers. Brands that choose to voluntarily disclose nutritional information and ingredients could be tracked to assess consumer response over time. This would provide meaningful data on whether there is genuine demand for ||| I am strongly in favor of requiring an alcohol facts statements on alcoholic beverages. I realize there are intricacies involved at the regulatory level since the FDA has authority over food labeling while the TTB has authority over alcohol labeling, but from the perspective of a general citizen, it does not make sense that foods and nonalcoholic beverages are required to declare nutrition facts b ||| In regards to mandatory alcohol statements on certain categories of BWS (malt beverages, beer and wine), my general response would be this is long overdue. Maximizing consumer informative choice should be the primary outcome all regulations calibrate towards and this would be a good push in that direction. This will also allow companies to continue to use differentiation as a marketing strategy an",TTB-2025-0002
34,5,"health, digital, improve,data, evidence, cdc","perception and reduced harmful use. (Noel et al., Journal of Studies on Alcohol and Drugs, 2023, https://www.jsad.com/doi/10.15288/jsad.2023.84.236) On Digital Submission and Accessibility Comment: The proposed expansion of digital and electronic submissions is welcome, but TTB should ensure all forms and submission portals are fully accessible to people with disabilities and ava ||| Including new language reflecting current CDC findings could improve consumer awareness."" - Supporting Evidence: CDC, 2023, alcohol-related harm statistics, https://www.cdc.gov On Data Collection and Oversight: - Question: ""How will TTB verify labeling accuracy and ensure compliance without overburdening small producers?"" - Supporting Evidence: GAO, 2021, ||| 2023, https://advocacy.sba.gov/2023/01/17/small-business-access-to-regulatory-information/) On Data Collection for Health and Equity Monitoring Comment: Require industry reporting of anonymized production, distribution, and labeling data, disaggregated by region and producer type, to support public health research, address inequities, and monitor the effectiveness of labeling pol",TTB-2025-0002
33,5,"closing, downsizing, winerygenerated, untenable, supplementary, venues, commerce","the approved TTB testing methods are very costly. ETS, a common wine testing lab, charges $400/test which would need to be done per label and year. Many of our wineries in the not only this state but the region are small family owned farm businesses. Businesses that are already running on very tight budgets. These businesses bring in vital revenue, jobs, and tourism to often very economically ||| financial burden. Unlike other industries, alcoholic beverage producers face compounded compliance pressures due to a regulatory environment spanning both TTB and FDA jurisdictions. This dual compliance further multiplies costs and administrative complexity, invariably impacting label design, production timelines, and consumer pricing. The economic consequences extend beyond wine ||| and supplementary agritourism venues rely heavily on winery-generated commerce. Imposing untenable testing and labeling costs risks closing or downsizing many small wineries, dealing a devastating blow to these interconnected local economies. Additionally, the proposal's emphasis on serving size distinctions distracts from the core issue. The priority should be on the financial viab",TTB-2025-0002
36,5,"distilleries, jump, revenue, hoop, producers, smaller, through","on their menus? I can understand maybe having a requirement that ""specialty"" such as RTD cocktails at least have an ingredient list, but standard spirits such as bourbon to which nothing may be added after distillation and have no requirement for a formula approval does not make sense. This proposal will severely hurt small producers, and if producers are unable to comply with this propo ||| In 2024 total beverage alcohol volumes declined year over year for the first time in many years. This proposal will increase the decline further and put the alcohol industry into a deeper recession. Is now really the time to implement these changes that will be more difficult on the smaller producers? Long term this proposal will result in lowered revenue across the board for all produce ||| These requirements are unnecessary and unwanted by any consumer of spirits. It's going to mean another hoop for distilleries to jump through for their products and will hinder them from releasing the special one off/experimental whiskeys many of us enjoy from these smaller distilleries. You'd be sound the consumer a disservice by making another expensive hoop for the distilleries to ha",TTB-2025-0002
50,4,"dear, bureau, swiftly, tobacco, statements, finalize, act","RE: Docket No. TTB 2025-0002; Notice 237: Alcohol Facts Statements in the Labeling of Wines, Distilled Spirits, and Malt Beverages The American Cider Association (ACA) appreciates the opportunity to submit comments on the proposed rulemaking regarding mandatory nutritional, allergen, and ingredient labeling for alcohol beverages. Our association represents more than 1,200 cider and perry ||| Dear Alcohol and Tobacco Tax and Trade Bureau, Why wouldn't I want basic nutrient, calorie and ingredient information on alcoholic beverages - when I get it for any other kind of drink?! Please close this ridiculous loophole in regulation! It is clearly information that consumers want - and which is helpful for making informed purchasing decisions for our health. It is well overdue!< ||| Dear Alcohol and Tobacco Tax and Trade Bureau, As a U.S. consumer, I do not believe current alcohol labels provide adequate information on alcohol content and nutrition. Please act swiftly to finalize the Alcohol Facts Statements in the Labeling of Wines, Distilled Spirits, and Malt Beverages proposed rule. I appreciate all the food labeling regulations as I tuly believe haing",TTB-2025-0002
56,4,"sugar, wines, shoppers, which, ldquono, quickly, normal","Knowing how many grams of sugar (separate from carbohydrates) are in wines would actually be a huge help for consumers. There are wines that are marketed as ""dry"" or ""off-dry"" that have sugar levels on par with fruit juices, which the consumers currently have no way of knowing. I would also fully support an exception to nutritional labeling requirements for small producers ||| As a wine professional with 17 years of experience in the United States, I fully support providing consumers with more transparency about the contents of wine. However, certain aspects of this proposal are misguided. The single most valuable piece of information—final sugar content—is merely optional. This is particularly concerning given that large-scale producers frequently ||| consumers. Wine shoppers should be able to quickly know which wines have added or natural sugars above the normal level for a table wine (about 1-3g/L). Instead, this proposal would require at best, that consumers calculate the calories from alcohol and deduce the sugar content which is an unrealistic expectation It makes little sense to require labels to list ""no protein"" or",TTB-2025-0002
55,4,"right, laws, ethical, food, additives, how, know","also includes the right to privacy and what you do in your own home, is not a matter to anyone else. The right to freedom of choice is essential for all Americans citizens and their families to have and live how they choose. ||| When I pick up a chocolate bar, I can see how many calories and how much sugar it has. I know it's not great for me, but I also know that a couple squares is a small indulgence. When I pour cereal for my son, I can compare oatmeal to Frosted Flakes and see the difference—in actual numbers. Thanks to nutrition labeling, I can make informed choices that may influence his behavio ||| empowers people to make informed decisions aligned with their health preferences or dietary restrictions. • Ethical Consumption: Some consumers avoid synthetic additives, preferring natural or organic products. Labeling supports ethical and lifestyle choices. ⸻ 3. Regulatory Consistency • Alignment with Food Labeling Laws: Most food products are required to disclose all i",TTB-2025-0002
